LSOA name,LSOA code,Total,Aged 4 years and under,Aged 5 to 9 years,Aged 10 to 15 years,Aged 16 to 19 years,Aged 20 to 24 years,Aged 25 to 34 years,Aged 35 to 49 years,Aged 50 to 64 years,Aged 65 to 74 years,Aged 75 to 84 years,Aged 85 years and over
Richmond upon Thames 003D,E01003855,1930,127,129,124,60,84,307,467,377,143,81,31
Richmond upon Thames 003E,E01003856,1692,167,128,106,37,42,297,479,275,99,43,19
Richmond upon Thames 003F,E01003857,1884,193,177,107,42,50,250,573,303,112,62,15
Richmond upon Thames 003G,E01003858,1657,167,115,134,43,48,189,450,301,121,66,23
Richmond upon Thames 004A,E01003848,1907,122,122,138,60,69,310,523,339,134,67,23
Richmond upon Thames 004C,E01003861,1957,139,115,102,39,77,401,591,312,112,53,16
Richmond upon Thames 004D,E01003862,1929,120,158,170,71,67,260,501,357,114,87,24
Richmond upon Thames 004E,E01003863,1452,93,93,123,44,46,139,360,263,151,100,40
Richmond upon Thames 004F,E01003865,1444,91,106,119,51,61,165,380,271,95,75,30
Richmond upon Thames 004G,E01033570,1910,155,121,137,65,61,353,568,297,99,43,11
Richmond upon Thames 004H,E01033571,1497,81,82,109,64,78,161,313,344,138,83,44
Richmond upon Thames 005A,E01003804,1907,133,187,163,56,71,178,509,363,144,71,32
Richmond upon Thames 005B,E01003807,1967,133,136,133,62,88,297,507,367,113,96,35
Richmond upon Thames 005C,E01003808,1888,174,159,123,53,59,198,548,325,137,85,27
Richmond upon Thames 005D,E01003809,1712,73,140,173,71,55,106,352,370,224,104,44
Richmond upon Thames 005E,E01003859,1622,108,150,138,73,53,94,412,347,136,77,34
Richmond upon Thames 006A,E01003873,1633,73,90,122,40,50,271,415,323,115,88,46
Richmond upon Thames 006B,E01003874,1524,101,75,74,22,30,351,438,250,97,67,19
Richmond upon Thames 006C,E01003875,1673,91,144,143,81,59,109,384,365,152,100,45
Richmond upon Thames 006D,E01003878,1467,48,74,111,53,77,132,264,355,188,115,50
Richmond upon Thames 007A,E01003866,1697,134,123,149,67,48,155,492,328,113,64,24
Richmond upon Thames 007B,E01003868,1568,102,120,115,58,52,194,416,328,118,52,13
Richmond upon Thames 007C,E01003871,1759,113,142,141,87,64,176,476,350,114,76,20
Richmond upon Thames 007D,E01003872,1566,76,91,125,61,59,255,384,335,97,60,23
Richmond upon Thames 008A,E01003821,1694,109,119,107,42,43,212,514,334,115,73,26
Richmond upon Thames 008B,E01003876,1867,74,67,88,50,68,404,429,341,181,115,50
Richmond upon Thames 008C,E01003877,1497,105,109,99,38,31,183,386,282,138,85,41
Richmond upon Thames 008D,E01003879,1413,93,96,105,51,81,149,368,290,95,65,20
Richmond upon Thames 009A,E01003892,2090,109,121,194,70,53,167,536,406,198,144,92
Richmond upon Thames 009B,E01003893,1622,52,67,126,51,53,222,415,321,145,107,63
Richmond upon Thames 009C,E01003894,1662,86,79,121,80,63,221,390,390,130,73,29
Richmond upon Thames 009D,E01003895,1773,91,147,172,61,68,180,424,342,156,90,42
Richmond upon Thames 010A,E01003905,1283,74,78,85,54,59,156,332,248,100,63,34
Richmond upon Thames 010B,E01003906,1702,96,101,128,57,89,190,409,340,130,102,60
Richmond upon Thames 010C,E01003907,1672,88,121,140,77,100,183,386,318,141,86,32
Richmond upon Thames 010D,E01003908,1814,87,96,140,85,104,183,395,401,177,111,35
Richmond upon Thames 010E,E01003909,1635,78,93,136,61,97,179,373,291,170,105,52
Richmond upon Thames 011A,E01003867,1602,90,123,130,71,99,158,420,289,137,57,28
Richmond upon Thames 011B,E01003869,1663,89,112,126,57,64,281,440,270,130,69,25
Richmond upon Thames 011C,E01003870,2099,157,126,187,79,84,268,577,410,125,65,21
Richmond upon Thames 011D,E01003910,1655,86,109,134,65,41,141,404,320,172,117,66
Richmond upon Thames 012A,E01003805,1727,99,154,185,82,48,75,388,331,173,139,53
Richmond upon Thames 012B,E01003806,1472,78,101,179,78,64,67,284,343,140,104,34
Richmond upon Thames 012C,E01003816,1739,82,134,209,86,62,103,390,365,140,127,41
Richmond upon Thames 012D,E01003817,1988,110,138,165,66,69,199,428,386,194,156,77
Richmond upon Thames 013A,E01003840,1825,125,140,146,79,94,231,461,319,143,65,22
Richmond upon Thames 013B,E01003841,2163,150,166,208,118,129,301,500,385,109,67,30
Richmond upon Thames 013C,E01003842,1716,89,121,158,89,97,181,400,324,149,82,26
Richmond upon Thames 013D,E01003843,2216,124,148,180,114,134,259,461,423,186,130,57
Richmond upon Thames 013E,E01003844,1462,61,93,127,60,65,125,314,274,199,104,40
Richmond upon Thames 013F,E01003845,1707,76,98,113,77,87,133,363,378,189,131,62
Richmond upon Thames 014A,E01003882,2000,110,133,172,70,77,250,525,399,156,80,28
Richmond upon Thames 014B,E01003883,2024,195,164,133,48,41,300,615,313,128,67,20
Richmond upon Thames 014C,E01003896,1884,91,94,121,57,121,316,492,340,136,87,29
Richmond upon Thames 014D,E01003897,1963,120,125,129,68,118,378,495,327,139,44,20
Richmond upon Thames 015A,E01003898,1691,103,119,134,57,43,243,440,332,121,57,42
Richmond upon Thames 015B,E01003899,1485,85,105,157,70,37,156,400,284,110,58,23
Richmond upon Thames 015C,E01003900,1686,74,104,167,90,113,157,358,369,142,79,33
Richmond upon Thames 015D,E01003901,1791,141,129,176,96,96,132,461,372,104,57,27
Richmond upon Thames 015E,E01003902,1374,67,116,145,68,49,78,377,269,112,64,29
Richmond upon Thames 015F,E01003903,1656,96,106,177,92,82,163,360,340,145,73,22
Richmond upon Thames 015G,E01003904,1624,112,138,162,53,51,166,467,299,113,41,22
Richmond upon Thames 016A,E01003880,1559,83,111,145,76,67,133,323,379,151,74,17
Richmond upon Thames 016B,E01003881,1768,35,63,83,435,325,119,232,254,111,86,25
Richmond upon Thames 016C,E01003884,1733,84,98,145,72,96,181,340,361,193,110,53
Richmond upon Thames 016D,E01003885,1536,71,74,132,66,101,163,333,355,152,62,27
Richmond upon Thames 017A,E01003818,1603,109,115,157,65,47,111,381,314,146,119,39
Richmond upon Thames 017B,E01003819,1774,91,122,190,72,74,194,404,361,163,78,25
Richmond upon Thames 017C,E01003820,2032,100,164,236,115,75,135,477,434,177,89,30
Richmond upon Thames 018A,E01003811,1842,136,165,189,65,63,174,517,350,120,53,10
Richmond upon Thames 018B,E01003812,1856,113,148,138,74,110,223,478,369,137,47,19
Richmond upon Thames 018C,E01003890,1669,107,110,132,66,79,176,389,369,157,70,14
Richmond upon Thames 018D,E01003891,1745,74,83,100,56,53,167,359,425,217,165,46
Richmond upon Thames 019A,E01003810,1633,97,125,167,57,53,151,398,350,155,64,16
Richmond upon Thames 019B,E01003813,1620,60,119,150,68,59,122,334,360,201,106,41
Richmond upon Thames 019C,E01003814,1786,65,88,108,61,86,249,415,370,154,113,77
Richmond upon Thames 019D,E01003815,1990,107,114,162,47,89,275,504,352,165,124,51
Richmond upon Thames 020A,E01003828,1527,75,97,126,59,46,111,297,320,230,112,54
Richmond upon Thames 020B,E01003829,1692,104,113,132,62,90,191,359,364,145,86,46
Richmond upon Thames 020C,E01003830,1855,92,136,138,86,81,178,413,401,178,107,45
Richmond upon Thames 020D,E01003831,1681,96,99,150,60,64,160,387,353,183,90,39
Richmond upon Thames 020E,E01003832,1483,76,93,97,70,85,193,323,308,152,65,21
Richmond upon Thames 020F,E01003833,1473,81,90,98,62,48,173,367,290,146,90,28
Richmond upon Thames 021A,E01003886,1646,110,113,120,65,74,172,426,334,150,61,21
Richmond upon Thames 021B,E01003887,1793,95,94,107,64,97,205,427,430,136,98,40
Richmond upon Thames 021C,E01003888,2047,118,116,131,76,150,277,469,354,186,105,65
Richmond upon Thames 021D,E01003889,1664,81,93,106,43,61,157,358,383,210,122,50
Richmond upon Thames 022A,E01003834,1602,65,79,88,47,71,243,406,331,142,91,39
Richmond upon Thames 022B,E01003835,1639,69,118,186,91,69,104,355,403,164,64,16
Richmond upon Thames 022C,E01003836,1380,61,82,131,65,75,104,264,316,135,92,55
Richmond upon Thames 022D,E01003837,2058,85,122,172,95,69,156,430,503,227,142,57
Richmond upon Thames 022E,E01003838,1791,103,108,149,86,68,211,438,391,152,67,18
Richmond upon Thames 022F,E01003839,2282,145,133,141,85,76,345,583,418,179,124,53
Richmond upon Thames 023A,E01003822,1476,53,80,123,78,63,100,256,347,200,112,64
Richmond upon Thames 023B,E01003823,1703,40,67,100,56,62,173,333,446,251,113,62
Richmond upon Thames 023C,E01003824,1633,91,111,153,66,53,112,360,362,189,105,31
Richmond upon Thames 023D,E01003825,1776,113,143,159,58,63,127,440,377,175,88,33
Richmond upon Thames 023E,E01003826,1784,124,110,128,58,78,213,419,350,142,108,54
Richmond upon Thames 023F,E01003827,1934,121,123,120,52,81,279,488,383,165,93,29
Southwark 001A,E01004029,1997,111,87,63,55,131,725,516,228,58,15,8
Southwark 001B,E01004032,1492,72,63,44,18,100,538,372,189,66,24,6
Southwark 001C,E01004053,1873,94,81,45,22,128,585,522,248,99,39,10
Southwark 001D,E01004054,1529,74,46,47,24,113,454,439,210,80,33,9
Southwark 001E,E01004055,1327,67,72,93,46,93,213,290,241,131,56,25
Southwark 002B,E01003929,1998,78,49,73,51,220,646,424,311,78,50,18
Southwark 002C,E01003934,1952,34,43,51,68,203,482,404,398,160,77,32
Southwark 002D,E01003935,1283,49,41,49,321,125,194,191,200,73,29,11
Southwark 002E,E01003939,1975,61,51,68,58,434,679,347,216,43,14,4
Southwark 002F,E01033867,1549,50,45,52,166,298,367,265,205,62,26,13
Southwark 002G,E01033868,1409,41,15,20,246,289,466,209,88,19,9,7
Southwark 004A,E01003975,1778,83,119,146,81,195,392,348,313,70,23,8
Southwark 004D,E01004023,1647,87,90,87,59,91,446,335,267,107,50,28
Southwark 004E,E01004028,2417,119,136,153,113,187,622,560,385,93,44,5
Southwark 004F,E01033869,1468,93,131,121,52,92,321,350,186,93,19,10
Southwark 004G,E01033870,1770,85,71,68,45,139,662,430,198,50,18,4
Southwark 004H,E01033871,1514,79,61,104,59,92,385,353,207,101,50,23
Southwark 004I,E01033872,1301,54,67,58,46,84,383,294,232,49,26,8
Southwark 006A,E01003938,1830,81,85,132,116,249,407,387,261,72,29,11
Southwark 006B,E01003940,1588,64,90,130,72,179,306,309,277,105,42,14
Southwark 006C,E01003941,1986,88,76,92,49,179,616,481,299,59,27,20
Southwark 006D,E01003942,1885,86,134,195,110,286,306,373,281,64,35,15
Southwark 006E,E01003979,1988,84,73,81,46,179,496,485,299,94,83,68
Southwark 006F,E01003981,1506,47,63,70,131,232,344,261,246,72,30,10
Southwark 007A,E01004030,1486,65,76,68,43,79,357,324,306,118,39,11
Southwark 007B,E01004031,2600,90,123,123,79,340,939,447,300,97,41,21
Southwark 007C,E01004033,2419,129,132,135,90,186,712,557,325,95,40,18
Southwark 007D,E01004034,1603,73,95,141,75,163,366,330,262,50,30,18
Southwark 007E,E01004036,2118,128,150,176,104,163,467,505,284,83,42,16
Southwark 008A,E01004056,2316,137,92,102,51,159,658,555,357,119,59,27
Southwark 008B,E01004057,2240,168,136,111,62,178,563,561,315,105,36,5
Southwark 008C,E01004058,1694,70,35,30,17,112,644,476,227,68,13,2
Southwark 008D,E01004059,2071,120,88,65,25,176,825,558,155,38,18,3
Southwark 008E,E01004060,1969,83,84,99,70,189,535,424,290,112,43,40
Southwark 009A,E01003936,1661,83,34,23,323,220,457,294,136,69,19,3
Southwark 009B,E01003937,1534,39,36,56,45,259,525,333,171,42,22,6
Southwark 009C,E01003943,1495,49,75,132,73,179,308,306,269,64,33,7
Southwark 009G,E01033873,1771,110,90,110,156,257,359,379,242,35,23,10
Southwark 009H,E01033874,1152,34,20,18,30,349,512,152,34,2,1,0
Southwark 010A,E01003977,1869,115,89,91,71,156,501,397,281,96,51,21
Southwark 010B,E01004037,2022,146,120,153,81,165,467,532,273,52,22,11
Southwark 010C,E01004038,2399,126,143,172,107,215,569,607,367,63,19,11
Southwark 010D,E01004042,1955,100,104,119,83,225,390,389,310,137,65,33
Southwark 010E,E01004043,1357,66,46,61,43,121,286,309,244,89,64,28
Southwark 011A,E01003986,1591,95,93,116,61,107,317,374,259,102,52,15
Southwark 011B,E01003987,1840,73,120,133,94,131,363,363,355,115,67,26
Southwark 011C,E01004024,1968,92,112,133,93,190,420,402,312,102,63,49
Southwark 011D,E01004035,1427,88,71,97,41,104,319,282,250,95,49,31
Southwark 012A,E01003960,1774,61,56,91,54,282,470,377,260,65,43,15
Southwark 012B,E01003961,2074,103,113,164,100,189,367,439,367,136,71,25
Southwark 012E,E01003994,1829,67,60,77,57,146,599,395,269,89,47,23
Southwark 012G,E01033875,1320,77,65,98,38,102,380,303,148,56,40,13
Southwark 012H,E01033876,1249,44,25,24,31,202,522,245,115,26,10,5
Southwark 012I,E01033877,1546,88,60,79,53,127,458,364,202,57,47,11
Southwark 013A,E01003980,2000,72,73,125,67,303,482,357,357,93,52,19
Southwark 013B,E01004039,1542,82,54,97,68,186,395,326,259,40,28,7
Southwark 013C,E01004040,1886,135,128,150,109,139,325,396,333,81,60,30
Southwark 013D,E01004041,1631,120,92,118,64,138,272,350,345,78,43,11
Southwark 013E,E01004044,1441,80,101,119,69,123,273,293,265,66,33,19
Southwark 014A,E01003992,1588,69,121,164,87,135,259,323,256,124,34,16
Southwark 014B,E01003995,1377,76,53,81,35,81,269,354,291,84,38,15
Southwark 014D,E01003998,1425,55,45,76,30,126,382,297,261,89,47,17
Southwark 014E,E01003999,1498,61,80,128,103,163,317,308,241,60,28,9
Southwark 014F,E01032639,1915,64,52,62,174,306,617,381,170,51,30,8
Southwark 014G,E01032719,1445,72,59,67,41,184,376,335,219,56,22,14
Southwark 015B,E01003966,2135,96,74,149,97,176,481,494,373,115,56,24
Southwark 015D,E01003971,1426,105,115,138,106,101,189,353,232,36,25,26
Southwark 015F,E01033878,1106,65,61,83,72,99,173,242,226,56,20,9
Southwark 015G,E01033879,2555,190,211,262,144,208,425,479,441,120,65,10
Southwark 015H,E01033880,2135,138,133,146,96,122,419,565,433,48,33,2
Southwark 016A,E01003963,1718,85,98,149,88,169,346,334,337,63,23,26
Southwark 016D,E01003972,1468,112,103,103,60,110,366,310,217,60,19,8
Southwark 016E,E01003973,1652,73,97,119,68,126,374,343,340,68,30,14
Southwark 016F,E01033881,1884,88,124,146,124,174,327,380,339,111,51,20
Southwark 017A,E01003923,1634,55,44,88,65,154,411,348,321,88,44,16
Southwark 017B,E01003969,2461,89,114,121,68,205,653,635,403,102,53,18
Southwark 017C,E01003991,1278,69,53,64,47,112,241,252,233,106,74,27
Southwark 017D,E01003993,2022,93,131,208,110,159,371,391,425,75,42,17
Southwark 017E,E01003997,1296,75,77,89,48,123,328,237,225,60,23,11
Southwark 018A,E01003983,1868,155,149,197,110,139,317,378,292,71,40,20
Southwark 018B,E01003988,2025,74,96,124,123,172,395,400,397,127,92,25
Southwark 018C,E01003989,2258,142,148,188,97,172,517,500,391,74,25,4
Southwark 018D,E01003990,2306,94,144,188,134,246,445,423,449,101,67,15
Southwark 018E,E01004007,1446,77,113,138,76,111,234,294,298,65,25,15
Southwark 019A,E01003912,1953,133,186,182,213,159,258,365,315,104,34,4
Southwark 019B,E01004011,2115,91,113,187,104,209,381,422,429,124,40,15
Southwark 019C,E01004012,2347,107,110,148,142,207,518,523,474,77,29,12
Southwark 019D,E01004013,1684,62,58,112,59,120,439,275,393,115,40,11
Southwark 019E,E01004014,2128,164,152,190,113,145,410,450,337,91,44,32
Southwark 020A,E01003911,2086,104,130,173,145,234,430,398,345,79,38,10
Southwark 020B,E01003916,2412,133,87,131,141,213,564,597,390,96,37,23
Southwark 020C,E01003917,1884,126,85,75,47,118,498,393,328,117,68,29
Southwark 020D,E01003918,1466,79,66,96,55,90,388,308,216,76,55,37
Southwark 020E,E01003925,2031,113,108,128,103,111,492,472,348,85,47,24
Southwark 021A,E01003919,1566,70,57,70,57,129,426,307,300,92,48,10
Southwark 021B,E01003920,2107,97,120,160,112,135,428,453,439,106,50,7
Southwark 021C,E01003921,1917,90,61,88,60,114,620,476,286,89,27,6
Southwark 021D,E01003922,2234,132,120,170,91,165,495,500,339,126,76,20
Southwark 021E,E01003924,2092,169,129,185,80,108,339,502,391,123,48,18
Southwark 021F,E01003926,1396,43,67,110,100,119,264,265,261,100,46,21
Southwark 022B,E01004008,2086,92,135,175,111,198,427,388,403,96,50,11
Southwark 022D,E01004010,1507,103,74,91,81,122,329,334,263,66,36,8
Southwark 022E,E01004067,2210,114,127,145,90,202,475,476,425,88,48,20
Southwark 022G,E01033882,1409,77,54,57,51,157,357,294,230,77,44,11
Southwark 022H,E01033883,1603,72,88,119,70,169,437,288,260,55,36,9
Southwark 023A,E01003984,2289,116,102,125,62,133,652,433,428,128,81,29
Southwark 023B,E01004003,1824,88,100,126,64,123,444,357,348,97,61,16
Southwark 023C,E01004004,2626,153,175,133,86,159,721,572,427,112,66,22
Southwark 023D,E01004005,2329,142,123,167,77,127,592,501,389,109,60,42
Southwark 023E,E01004006,1860,135,78,88,54,138,429,442,336,77,60,23
Southwark 024A,E01003913,2043,81,75,129,83,159,478,453,398,108,57,22
Southwark 024B,E01003914,1856,100,69,64,84,178,565,375,254,80,60,27
Southwark 024C,E01003915,1848,86,98,85,63,114,457,433,362,88,50,12
Southwark 024D,E01004050,1389,58,57,60,44,75,389,321,243,87,41,14
Southwark 024E,E01004052,1748,98,92,90,56,82,472,415,311,68,47,17
Southwark 025A,E01004061,1660,107,57,71,33,94,510,368,260,88,51,21
Southwark 025B,E01004062,2212,136,112,139,76,173,624,524,287,73,44,24
Southwark 025C,E01004063,1883,118,86,72,46,123,529,417,290,106,65,31
Southwark 025D,E01004065,1508,88,77,77,32,65,406,392,228,76,50,17
Southwark 025E,E01004066,2092,116,120,185,107,103,453,449,373,126,50,10
Southwark 026A,E01004000,1949,130,89,108,57,130,438,484,325,104,63,21
Southwark 026B,E01004001,1769,93,84,122,85,102,302,392,309,182,69,29
Southwark 026C,E01004019,2123,162,116,125,55,141,455,499,413,114,31,12
Southwark 026D,E01004064,1939,114,103,128,63,145,497,418,309,94,54,14
Southwark 026E,E01004068,1900,85,91,117,89,140,411,348,357,129,102,31
Southwark 027A,E01004045,1588,91,117,165,87,77,320,345,267,77,32,10
Southwark 027B,E01004047,1643,81,102,116,76,128,320,324,367,69,43,17
Southwark 027C,E01004048,1630,111,126,127,39,89,296,440,303,50,26,23
Southwark 027D,E01004049,1348,91,90,132,61,78,269,327,206,56,34,4
Southwark 027E,E01004051,1285,64,64,66,28,81,300,317,203,93,45,24
Southwark 028A,E01003953,2016,122,94,70,36,60,655,494,276,130,57,22
Southwark 028B,E01003955,1891,142,109,98,34,61,443,519,314,93,55,23
Southwark 028C,E01004015,1807,129,112,86,38,237,405,381,263,94,45,17
Southwark 028D,E01004021,2116,138,93,92,49,79,712,527,274,92,41,19
Southwark 028E,E01004046,1561,96,101,103,45,52,307,447,265,82,50,13
Southwark 029A,E01004002,1706,129,119,137,47,75,267,435,324,106,44,23
Southwark 029B,E01004016,2589,236,155,219,73,106,499,670,428,115,65,23
Southwark 029C,E01004017,1641,110,108,126,54,53,276,439,316,86,55,18
Southwark 029D,E01004020,1750,121,118,161,95,102,318,407,283,89,40,16
Southwark 030A,E01003952,1657,107,104,110,45,45,401,427,275,85,41,17
Southwark 030B,E01003954,1591,142,107,94,24,53,340,442,227,89,57,16
Southwark 030C,E01003956,1844,176,105,103,36,56,427,511,268,99,49,14
Southwark 030D,E01004071,1526,101,84,110,56,73,289,376,260,91,55,31
Southwark 030E,E01004072,1673,106,106,121,84,80,218,360,377,135,65,21
Southwark 031A,E01004069,1295,67,87,131,55,44,116,270,263,138,85,39
Southwark 031B,E01004070,1955,111,127,206,85,70,260,464,387,150,62,33
Southwark 031C,E01004073,1894,131,153,191,66,78,249,472,333,132,58,31
Southwark 031D,E01004074,1708,84,123,156,82,74,201,335,376,144,90,43
Southwark 031E,E01004075,1713,90,139,174,75,61,115,391,382,161,99,26
Southwark 032A,E01003949,1878,117,104,118,56,60,413,490,317,126,57,20
Southwark 032B,E01003950,1992,121,114,151,134,122,360,448,353,110,63,16
Southwark 032C,E01003957,1791,141,125,107,57,66,338,506,276,101,41,33
Southwark 032D,E01003958,1936,120,114,126,55,120,379,436,403,112,52,19
Southwark 032E,E01004018,1899,137,127,141,55,56,328,586,293,98,55,23
Southwark 033A,E01003945,1734,127,110,130,51,52,246,450,318,148,66,36
Southwark 033B,E01003946,1895,116,149,154,88,77,222,490,316,129,115,39
Southwark 033C,E01003947,1604,108,151,193,84,93,230,380,252,68,34,11
Southwark 033D,E01003948,1753,119,103,116,49,49,353,488,299,98,65,14
Southwark 033E,E01003951,1489,55,94,139,150,54,164,290,287,141,82,33
Southwark 034A,E01003930,1969,65,84,89,241,357,424,385,213,61,38,12
Southwark 034B,E01003932,1539,77,84,109,51,158,356,322,280,54,40,8
Southwark 034C,E01003933,2368,77,85,71,121,399,690,415,365,75,54,16
Southwark 034D,E01032583,2052,91,103,111,78,304,521,431,303,69,28,13
Southwark 034E,E01032584,1347,44,45,73,79,180,303,250,245,91,25,12
Southwark 035E,E01032637,1050,17,6,9,8,121,487,246,124,19,11,2
Southwark 035D,E01032638,1103,37,20,6,8,85,413,293,156,53,28,4
Southwark 035B,E01032640,1035,23,9,17,13,73,402,266,168,48,13,3
Southwark 035C,E01032834,1022,21,15,5,6,62,403,272,164,54,16,4
Southwark 035A,E01033884,1102,36,29,39,27,144,409,208,166,34,6,4
Southwark 036D,E01003976,2395,130,130,133,82,195,754,546,296,85,33,11
Southwark 036B,E01032646,1513,53,37,53,24,152,565,337,198,62,24,8
Southwark 036C,E01032803,1505,59,42,52,30,127,611,358,161,46,14,5
Southwark 036A,E01033885,1330,52,66,80,44,174,383,224,215,62,25,5
Sutton 001A,E01004125,1608,93,114,159,79,94,199,365,305,108,53,39
Sutton 001B,E01004183,1777,109,141,148,93,113,264,419,326,90,52,22
Sutton 001C,E01004184,1704,112,141,224,103,70,213,453,247,79,45,17
Sutton 001D,E01004185,2117,198,150,181,100,119,422,494,336,83,27,7
Sutton 001E,E01004189,2116,130,164,191,101,109,300,492,406,130,62,31
